"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven (aantal)"
"Totaal misdrijven";"2022 december";"Beverwijk";"     163"
"Totaal misdrijven";"2023 januari";"Beverwijk";"     176"
"Totaal misdrijven";"2023 februari";"Beverwijk";"     160"
"Totaal misdrijven";"2023 maart";"Beverwijk";"     147"
"Totaal misdrijven";"2023 april";"Beverwijk";"     155"
"Totaal misdrijven";"2023 mei";"Beverwijk";"     176"
"Totaal misdrijven";"2023 juni";"Beverwijk";"     152"
"Totaal misdrijven";"2023 juli";"Beverwijk";"     165"
"Totaal misdrijven";"2023 augustus";"Beverwijk";"     151"
"Totaal misdrijven";"2022 september";"De Bilt";"     126"
"Totaal misdrijven";"2022 oktober";"De Bilt";"     165"
"Totaal misdrijven";"2022 november";"De Bilt";"     168"
"Totaal misdrijven";"2022 december";"De Bilt";"     131"
"Totaal misdrijven";"2023 januari";"De Bilt";"     142"
"Totaal misdrijven";"2023 februari";"De Bilt";"     131"
"Totaal misdrijven";"2023 maart";"De Bilt";"     172"
"Totaal misdrijven";"2023 april";"De Bilt";"     142"
"Totaal misdrijven";"2023 mei";"De Bilt";"     137"
"Totaal misdrijven";"2023 juni";"De Bilt";"     160"
"Totaal misdrijven";"2023 juli";"De Bilt";"     110"
"Totaal misdrijven";"2023 augustus";"De Bilt";"     129"
"Totaal misdrijven";"2022 september";"Bladel";"      64"
"Totaal misdrijven";"2022 oktober";"Bladel";"      56"
"Totaal misdrijven";"2022 november";"Bladel";"      51"
"Totaal misdrijven";"2022 december";"Bladel";"      57"
"Totaal misdrijven";"2023 januari";"Bladel";"      39"
"Totaal misdrijven";"2023 februari";"Bladel";"      54"
"Totaal misdrijven";"2023 maart";"Bladel";"      43"
"Totaal misdrijven";"2023 april";"Bladel";"      45"
"Totaal misdrijven";"2023 mei";"Bladel";"      39"
"Totaal misdrijven";"2023 juni";"Bladel";"      49"
"Totaal misdrijven";"2023 juli";"Bladel";"      58"
"Totaal misdrijven";"2023 augustus";"Bladel";"      38"
"Totaal misdrijven";"2022 september";"Blaricum";"      24"
"Totaal misdrijven";"2022 oktober";"Blaricum";"      34"
"Totaal misdrijven";"2022 november";"Blaricum";"      35"
"Totaal misdrijven";"2022 december";"Blaricum";"      24"
"Totaal misdrijven";"2023 januari";"Blaricum";"      40"
"Totaal misdrijven";"2023 februari";"Blaricum";"      41"
"Totaal misdrijven";"2023 maart";"Blaricum";"      29"
"Totaal misdrijven";"2023 april";"Blaricum";"      22"
"Totaal misdrijven";"2023 mei";"Blaricum";"      30"
"Totaal misdrijven";"2023 juni";"Blaricum";"      40"
"Totaal misdrijven";"2023 juli";"Blaricum";"      29"
"Totaal misdrijven";"2023 augustus";"Blaricum";"      29"
"Totaal misdrijven";"2022 september";"Bloemendaal";"      83"
"Totaal misdrijven";"2022 oktober";"Bloemendaal";"      84"
"Totaal misdrijven";"2022 november";"Bloemendaal";"      64"
"Totaal misdrijven";"2022 december";"Bloemendaal";"      72"
"Totaal misdrijven";"2023 januari";"Bloemendaal";"      90"
"Totaal misdrijven";"2023 februari";"Bloemendaal";"      50"
"Totaal misdrijven";"2023 maart";"Bloemendaal";"      80"
"Totaal misdrijven";"2023 april";"Bloemendaal";"      83"
"Totaal misdrijven";"2023 mei";"Bloemendaal";"      90"
"Totaal misdrijven";"2023 juni";"Bloemendaal";"     101"
"Totaal misdrijven";"2023 juli";"Bloemendaal";"     102"
"Totaal misdrijven";"2023 augustus";"Bloemendaal";"      81"
"Totaal misdrijven";"2022 september";"Bodegraven-Reeuwijk";"     186"
"Totaal misdrijven";"2022 oktober";"Bodegraven-Reeuwijk";"     123"
"Totaal misdrijven";"2022 november";"Bodegraven-Reeuwijk";"     163"
"Totaal misdrijven";"2022 december";"Bodegraven-Reeuwijk";"     120"
"Totaal misdrijven";"2023 januari";"Bodegraven-Reeuwijk";"     129"
"Totaal misdrijven";"2023 februari";"Bodegraven-Reeuwijk";"     127"
"Totaal misdrijven";"2023 maart";"Bodegraven-Reeuwijk";"     117"
"Totaal misdrijven";"2023 april";"Bodegraven-Reeuwijk";"     128"
"Totaal misdrijven";"2023 mei";"Bodegraven-Reeuwijk";"      98"
"Totaal misdrijven";"2023 juni";"Bodegraven-Reeuwijk";"     124"
"Totaal misdrijven";"2023 juli";"Bodegraven-Reeuwijk";"     124"
"Totaal misdrijven";"2023 augustus";"Bodegraven-Reeuwijk";"     114"
"Totaal misdrijven";"2022 september";"Boekel";"      13"
"Totaal misdrijven";"2022 oktober";"Boekel";"      29"
"Totaal misdrijven";"2022 november";"Boekel";"      24"
"Totaal misdrijven";"2022 december";"Boekel";"      37"
"Totaal misdrijven";"2023 januari";"Boekel";"      34"
"Totaal misdrijven";"2023 februari";"Boekel";"      25"
"Totaal misdrijven";"2023 maart";"Boekel";"      24"
"Totaal misdrijven";"2023 april";"Boekel";"      20"
"Totaal misdrijven";"2023 mei";"Boekel";"      29"
"Totaal misdrijven";"2023 juni";"Boekel";"      20"
"Totaal misdrijven";"2023 juli";"Boekel";"      24"
"Totaal misdrijven";"2023 augustus";"Boekel";"      38"
"Totaal misdrijven";"2022 september";"Borger-Odoorn";"      42"
"Totaal misdrijven";"2022 oktober";"Borger-Odoorn";"      41"
"Totaal misdrijven";"2022 november";"Borger-Odoorn";"      44"
"Totaal misdrijven";"2022 december";"Borger-Odoorn";"      53"
"Totaal misdrijven";"2023 januari";"Borger-Odoorn";"      50"
"Totaal misdrijven";"2023 februari";"Borger-Odoorn";"      48"
"Totaal misdrijven";"2023 maart";"Borger-Odoorn";"      48"
"Totaal misdrijven";"2023 april";"Borger-Odoorn";"      38"
"Totaal misdrijven";"2023 mei";"Borger-Odoorn";"      36"
"Totaal misdrijven";"2023 juni";"Borger-Odoorn";"      46"
"Totaal misdrijven";"2023 juli";"Borger-Odoorn";"      42"
"Totaal misdrijven";"2023 augustus";"Borger-Odoorn";"      67"
"Totaal misdrijven";"2022 september";"Borne";"     105"
"Totaal misdrijven";"2022 oktober";"Borne";"      78"
"Totaal misdrijven";"2022 november";"Borne";"      92"
"Totaal misdrijven";"2022 december";"Borne";"      68"
"Totaal misdrijven";"2023 januari";"Borne";"      65"
"Totaal misdrijven";"2023 februari";"Borne";"      59"
"Totaal misdrijven";"2023 maart";"Borne";"      60"
"Totaal misdrijven";"2023 april";"Borne";"      55"
"Totaal misdrijven";"2023 mei";"Borne";"      64"
"Totaal misdrijven";"2023 juni";"Borne";"      64"
"Totaal misdrijven";"2023 juli";"Borne";"      76"
"Totaal misdrijven";"2023 augustus";"Borne";"      51"
"Totaal misdrijven";"2022 september";"Borsele";"      35"
"Totaal misdrijven";"2022 oktober";"Borsele";"      54"
"Totaal misdrijven";"2022 november";"Borsele";"      47"
"Totaal misdrijven";"2022 december";"Borsele";"      37"
"Totaal misdrijven";"2023 januari";"Borsele";"      31"
"Totaal misdrijven";"2023 februari";"Borsele";"      43"
"Totaal misdrijven";"2023 maart";"Borsele";"      36"
"Totaal misdrijven";"2023 april";"Borsele";"      30"
"Totaal misdrijven";"2023 mei";"Borsele";"      35"
"Totaal misdrijven";"2023 juni";"Borsele";"      29"
"Totaal misdrijven";"2023 juli";"Borsele";"      28"
"Totaal misdrijven";"2023 augustus";"Borsele";"      35"
"Totaal misdrijven";"2022 september";"Boxtel";"     107"
"Totaal misdrijven";"2022 oktober";"Boxtel";"      97"
"Totaal misdrijven";"2022 november";"Boxtel";"     111"
"Totaal misdrijven";"2022 december";"Boxtel";"      94"
"Totaal misdrijven";"2023 januari";"Boxtel";"      93"
"Totaal misdrijven";"2023 februari";"Boxtel";"     107"
"Totaal misdrijven";"2023 maart";"Boxtel";"      74"
"Totaal misdrijven";"2023 april";"Boxtel";"     108"
"Totaal misdrijven";"2023 mei";"Boxtel";"      96"
"Totaal misdrijven";"2023 juni";"Boxtel";"      95"
"Totaal misdrijven";"2023 juli";"Boxtel";"      95"
"Totaal misdrijven";"2023 augustus";"Boxtel";"      89"
"Totaal misdrijven";"2022 september";"Breda";"     851"
"Totaal misdrijven";"2022 oktober";"Breda";"     972"
"Totaal misdrijven";"2022 november";"Breda";"     989"
"Totaal misdrijven";"2022 december";"Breda";"    1059"
"Totaal misdrijven";"2023 januari";"Breda";"    1105"
"Totaal misdrijven";"2023 februari";"Breda";"     975"
"Totaal misdrijven";"2023 maart";"Breda";"     901"
"Totaal misdrijven";"2023 april";"Breda";"     844"
"Totaal misdrijven";"2023 mei";"Breda";"     940"
"Totaal misdrijven";"2023 juni";"Breda";"     858"
"Totaal misdrijven";"2023 juli";"Breda";"     919"
"Totaal misdrijven";"2023 augustus";"Breda";"     774"
"Totaal misdrijven";"2022 september";"Bronckhorst";"      47"
"Totaal misdrijven";"2022 oktober";"Bronckhorst";"      60"
"Totaal misdrijven";"2022 november";"Bronckhorst";"      50"
"Totaal misdrijven";"2022 december";"Bronckhorst";"      59"
"Totaal misdrijven";"2023 januari";"Bronckhorst";"      56"
"Totaal misdrijven";"2023 februari";"Bronckhorst";"      51"
"Totaal misdrijven";"2023 maart";"Bronckhorst";"      64"
"Totaal misdrijven";"2023 april";"Bronckhorst";"      57"
"Totaal misdrijven";"2023 mei";"Bronckhorst";"      55"
"Totaal misdrijven";"2023 juni";"Bronckhorst";"      37"
"Totaal misdrijven";"2023 juli";"Bronckhorst";"      66"
"Totaal misdrijven";"2023 augustus";"Bronckhorst";"      49"
"Totaal misdrijven";"2022 september";"Brummen";"      40"
"Totaal misdrijven";"2022 oktober";"Brummen";"      62"
"Totaal misdrijven";"2022 november";"Brummen";"      48"
"Totaal misdrijven";"2022 december";"Brummen";"      47"
"Totaal misdrijven";"2023 januari";"Brummen";"      72"
"Totaal misdrijven";"2023 februari";"Brummen";"      38"
"Totaal misdrijven";"2023 maart";"Brummen";"      46"
"Totaal misdrijven";"2023 april";"Brummen";"      42"
"Totaal misdrijven";"2023 mei";"Brummen";"      60"
"Totaal misdrijven";"2023 juni";"Brummen";"      52"
"Totaal misdrijven";"2023 juli";"Brummen";"      57"
"Totaal misdrijven";"2023 augustus";"Brummen";"      40"
"Totaal misdrijven";"2022 september";"Brunssum";"      89"
"Totaal misdrijven";"2022 oktober";"Brunssum";"      86"
"Totaal misdrijven";"2022 november";"Brunssum";"     101"
"Totaal misdrijven";"2022 december";"Brunssum";"      93"
"Totaal misdrijven";"2023 januari";"Brunssum";"      97"
"Totaal misdrijven";"2023 februari";"Brunssum";"      73"
"Totaal misdrijven";"2023 maart";"Brunssum";"     118"
"Totaal misdrijven";"2023 april";"Brunssum";"     107"
"Totaal misdrijven";"2023 mei";"Brunssum";"     118"
"Totaal misdrijven";"2023 juni";"Brunssum";"     106"
"Totaal misdrijven";"2023 juli";"Brunssum";"      73"
"Totaal misdrijven";"2023 augustus";"Brunssum";"      94"
"Totaal misdrijven";"2022 september";"Bunnik";"      31"
"Totaal misdrijven";"2022 oktober";"Bunnik";"      36"
"Totaal misdrijven";"2022 november";"Bunnik";"      27"
"Totaal misdrijven";"2022 december";"Bunnik";"      60"
"Totaal misdrijven";"2023 januari";"Bunnik";"      49"
"Totaal misdrijven";"2023 februari";"Bunnik";"      36"
"Totaal misdrijven";"2023 maart";"Bunnik";"      36"
"Totaal misdrijven";"2023 april";"Bunnik";"      38"
"Totaal misdrijven";"2023 mei";"Bunnik";"      35"
"Totaal misdrijven";"2023 juni";"Bunnik";"      34"
"Totaal misdrijven";"2023 juli";"Bunnik";"      37"
"Totaal misdrijven";"2023 augustus";"Bunnik";"      38"
"Totaal misdrijven";"2022 september";"Bunschoten";"      36"
"Totaal misdrijven";"2022 oktober";"Bunschoten";"      67"
"Totaal misdrijven";"2022 november";"Bunschoten";"      55"
"Totaal misdrijven";"2022 december";"Bunschoten";"      43"
"Totaal misdrijven";"2023 januari";"Bunschoten";"      63"
"Totaal misdrijven";"2023 februari";"Bunschoten";"      46"
"Totaal misdrijven";"2023 maart";"Bunschoten";"      61"
"Totaal misdrijven";"2023 april";"Bunschoten";"      45"
"Totaal misdrijven";"2023 mei";"Bunschoten";"      43"
"Totaal misdrijven";"2023 juni";"Bunschoten";"      47"
"Totaal misdrijven";"2023 juli";"Bunschoten";"      53"
"Totaal misdrijven";"2023 augustus";"Bunschoten";"      50"
"Totaal misdrijven";"2022 september";"Buren";"      48"
"Totaal misdrijven";"2022 oktober";"Buren";"      59"
"Totaal misdrijven";"2022 november";"Buren";"      54"
"Totaal misdrijven";"2022 december";"Buren";"      37"
"Totaal misdrijven";"2023 januari";"Buren";"      45"
"Totaal misdrijven";"2023 februari";"Buren";"      48"
"Totaal misdrijven";"2023 maart";"Buren";"      62"
"Totaal misdrijven";"2023 april";"Buren";"      46"
"Totaal misdrijven";"2023 mei";"Buren";"      47"
"Totaal misdrijven";"2023 juni";"Buren";"      69"
"Totaal misdrijven";"2023 juli";"Buren";"      62"
"Totaal misdrijven";"2023 augustus";"Buren";"      51"
"Totaal misdrijven";"2022 september";"Capelle aan den IJssel";"     195"
"Totaal misdrijven";"2022 oktober";"Capelle aan den IJssel";"     212"
"Totaal misdrijven";"2022 november";"Capelle aan den IJssel";"     374"
"Totaal misdrijven";"2022 december";"Capelle aan den IJssel";"     252"
"Totaal misdrijven";"2023 januari";"Capelle aan den IJssel";"     225"
"Totaal misdrijven";"2023 februari";"Capelle aan den IJssel";"     206"
"Totaal misdrijven";"2023 maart";"Capelle aan den IJssel";"     206"
"Totaal misdrijven";"2023 april";"Capelle aan den IJssel";"     195"
"Totaal misdrijven";"2023 mei";"Capelle aan den IJssel";"     186"
"Totaal misdrijven";"2023 juni";"Capelle aan den IJssel";"     234"
"Totaal misdrijven";"2023 juli";"Capelle aan den IJssel";"     200"
"Totaal misdrijven";"2023 augustus";"Capelle aan den IJssel";"     201"
"Totaal misdrijven";"2022 september";"Castricum";"      77"
"Totaal misdrijven";"2022 oktober";"Castricum";"     100"
"Totaal misdrijven";"2022 november";"Castricum";"     120"
"Totaal misdrijven";"2022 december";"Castricum";"      90"
"Totaal misdrijven";"2023 januari";"Castricum";"     135"
"Totaal misdrijven";"2023 februari";"Castricum";"      88"
"Totaal misdrijven";"2023 maart";"Castricum";"     115"
"Totaal misdrijven";"2023 april";"Castricum";"      81"
"Totaal misdrijven";"2023 mei";"Castricum";"     102"
"Totaal misdrijven";"2023 juni";"Castricum";"      76"
"Totaal misdrijven";"2023 juli";"Castricum";"     117"
"Totaal misdrijven";"2023 augustus";"Castricum";"     100"
"Totaal misdrijven";"2022 september";"Coevorden";"     102"
"Totaal misdrijven";"2022 oktober";"Coevorden";"     103"
"Totaal misdrijven";"2022 november";"Coevorden";"      89"
"Totaal misdrijven";"2022 december";"Coevorden";"      86"
"Totaal misdrijven";"2023 januari";"Coevorden";"      97"
"Totaal misdrijven";"2023 februari";"Coevorden";"      87"
"Totaal misdrijven";"2023 maart";"Coevorden";"      94"
"Totaal misdrijven";"2023 april";"Coevorden";"      83"
"Totaal misdrijven";"2023 mei";"Coevorden";"     115"
"Totaal misdrijven";"2023 juni";"Coevorden";"      93"
"Totaal misdrijven";"2023 juli";"Coevorden";"      87"
"Totaal misdrijven";"2023 augustus";"Coevorden";"      84"
"Totaal misdrijven";"2022 september";"Cranendonck";"      81"
"Totaal misdrijven";"2022 oktober";"Cranendonck";"      75"
"Totaal misdrijven";"2022 november";"Cranendonck";"     106"
"Totaal misdrijven";"2022 december";"Cranendonck";"      87"
"Totaal misdrijven";"2023 januari";"Cranendonck";"     102"
"Totaal misdrijven";"2023 februari";"Cranendonck";"      80"
"Totaal misdrijven";"2023 maart";"Cranendonck";"     108"
"Totaal misdrijven";"2023 april";"Cranendonck";"      86"
"Totaal misdrijven";"2023 mei";"Cranendonck";"      75"
"Totaal misdrijven";"2023 juni";"Cranendonck";"     109"
"Totaal misdrijven";"2023 juli";"Cranendonck";"     122"
"Totaal misdrijven";"2023 augustus";"Cranendonck";"      84"
"Totaal misdrijven";"2022 september";"Culemborg";"      68"
"Totaal misdrijven";"2022 oktober";"Culemborg";"      97"
"Totaal misdrijven";"2022 november";"Culemborg";"      93"
"Totaal misdrijven";"2022 december";"Culemborg";"      94"
"Totaal misdrijven";"2023 januari";"Culemborg";"      88"
"Totaal misdrijven";"2023 februari";"Culemborg";"      80"
"Totaal misdrijven";"2023 maart";"Culemborg";"      65"
"Totaal misdrijven";"2023 april";"Culemborg";"      69"
"Totaal misdrijven";"2023 mei";"Culemborg";"      89"
"Totaal misdrijven";"2023 juni";"Culemborg";"      62"
"Totaal misdrijven";"2023 juli";"Culemborg";"      73"
"Totaal misdrijven";"2023 augustus";"Culemborg";"      57"
"Totaal misdrijven";"2022 september";"Dalfsen";"      31"
"Totaal misdrijven";"2022 oktober";"Dalfsen";"      42"
"Totaal misdrijven";"2022 november";"Dalfsen";"      55"
"Totaal misdrijven";"2022 december";"Dalfsen";"      38"
"Totaal misdrijven";"2023 januari";"Dalfsen";"      42"
"Totaal misdrijven";"2023 februari";"Dalfsen";"      33"
"Totaal misdrijven";"2023 maart";"Dalfsen";"      44"
"Totaal misdrijven";"2023 april";"Dalfsen";"      44"
"Totaal misdrijven";"2023 mei";"Dalfsen";"      46"
"Totaal misdrijven";"2023 juni";"Dalfsen";"      44"
"Totaal misdrijven";"2023 juli";"Dalfsen";"      34"
"Totaal misdrijven";"2023 augustus";"Dalfsen";"      47"
"Totaal misdrijven";"2022 september";"Dantumadiel";"      30"
"Totaal misdrijven";"2022 oktober";"Dantumadiel";"      24"
"Totaal misdrijven";"2022 november";"Dantumadiel";"      35"
"Totaal misdrijven";"2022 december";"Dantumadiel";"      28"
"Totaal misdrijven";"2023 januari";"Dantumadiel";"      24"
"Totaal misdrijven";"2023 februari";"Dantumadiel";"      15"
"Totaal misdrijven";"2023 maart";"Dantumadiel";"      19"
"Totaal misdrijven";"2023 april";"Dantumadiel";"      31"
"Totaal misdrijven";"2023 mei";"Dantumadiel";"      22"
"Totaal misdrijven";"2023 juni";"Dantumadiel";"      19"
"Totaal misdrijven";"2023 juli";"Dantumadiel";"      27"
"Totaal misdrijven";"2023 augustus";"Dantumadiel";"      22"
"Totaal misdrijven";"2022 september";"Delft";"     523"
"Totaal misdrijven";"2022 oktober";"Delft";"     500"
"Totaal misdrijven";"2022 november";"Delft";"     479"
"Totaal misdrijven";"2022 december";"Delft";"     403"
"Totaal misdrijven";"2023 januari";"Delft";"     427"
"Totaal misdrijven";"2023 februari";"Delft";"     430"
"Totaal misdrijven";"2023 maart";"Delft";"     445"
"Totaal misdrijven";"2023 april";"Delft";"     468"
"Totaal misdrijven";"2023 mei";"Delft";"     432"
"Totaal misdrijven";"2023 juni";"Delft";"     439"
"Totaal misdrijven";"2023 juli";"Delft";"     442"
"Totaal misdrijven";"2023 augustus";"Delft";"     439"
"Totaal misdrijven";"2022 september";"Deurne";"      74"
"Totaal misdrijven";"2022 oktober";"Deurne";"      95"
"Totaal misdrijven";"2022 november";"Deurne";"     119"
"Totaal misdrijven";"2022 december";"Deurne";"      80"
"Totaal misdrijven";"2023 januari";"Deurne";"     105"
"Totaal misdrijven";"2023 februari";"Deurne";"     113"
"Totaal misdrijven";"2023 maart";"Deurne";"      83"
"Totaal misdrijven";"2023 april";"Deurne";"      97"
"Totaal misdrijven";"2023 mei";"Deurne";"     103"
"Totaal misdrijven";"2023 juni";"Deurne";"      94"
"Totaal misdrijven";"2023 juli";"Deurne";"      69"
"Totaal misdrijven";"2023 augustus";"Deurne";"      98"
"Totaal misdrijven";"2022 september";"Deventer";"     402"
"Totaal misdrijven";"2022 oktober";"Deventer";"     441"
