"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 april";"Burgwallen-Oost";"       0"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 mei";"Burgwallen-Oost";"       0"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 juni";"Burgwallen-Oost";"       0"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 juli";"Burgwallen-Oost";"       1"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 augustus";"Burgwallen-Oost";"       1"
"2.5.2 Winkeldiefstal";"2022 september";"Burgwallen-Nieuwe Zijde";"      99"
"2.5.2 Winkeldiefstal";"2022 oktober";"Burgwallen-Nieuwe Zijde";"      79"
"2.5.2 Winkeldiefstal";"2022 november";"Burgwallen-Nieuwe Zijde";"      82"
"2.5.2 Winkeldiefstal";"2022 december";"Burgwallen-Nieuwe Zijde";"      95"
"2.5.2 Winkeldiefstal";"2023 januari";"Burgwallen-Nieuwe Zijde";"     101"
"2.5.2 Winkeldiefstal";"2023 februari";"Burgwallen-Nieuwe Zijde";"     103"
"2.5.2 Winkeldiefstal";"2023 maart";"Burgwallen-Nieuwe Zijde";"      70"
"2.5.2 Winkeldiefstal";"2023 april";"Burgwallen-Nieuwe Zijde";"      71"
"2.5.2 Winkeldiefstal";"2023 mei";"Burgwallen-Nieuwe Zijde";"      83"
"2.5.2 Winkeldiefstal";"2023 juni";"Burgwallen-Nieuwe Zijde";"      70"
"2.5.2 Winkeldiefstal";"2023 juli";"Burgwallen-Nieuwe Zijde";"      78"
"2.5.2 Winkeldiefstal";"2023 augustus";"Burgwallen-Nieuwe Zijde";"      62"
"2.5.2 Winkeldiefstal";"2022 september";"Burgwallen-Oude Zijde";"      17"
"2.5.2 Winkeldiefstal";"2022 oktober";"Burgwallen-Oude Zijde";"      15"
"2.5.2 Winkeldiefstal";"2022 november";"Burgwallen-Oude Zijde";"      16"
"2.5.2 Winkeldiefstal";"2022 december";"Burgwallen-Oude Zijde";"      18"
"2.5.2 Winkeldiefstal";"2023 januari";"Burgwallen-Oude Zijde";"      24"
"2.5.2 Winkeldiefstal";"2023 februari";"Burgwallen-Oude Zijde";"      31"
"2.5.2 Winkeldiefstal";"2023 maart";"Burgwallen-Oude Zijde";"      21"
"2.5.2 Winkeldiefstal";"2023 april";"Burgwallen-Oude Zijde";"      15"
"2.5.2 Winkeldiefstal";"2023 mei";"Burgwallen-Oude Zijde";"      24"
"2.5.2 Winkeldiefstal";"2023 juni";"Burgwallen-Oude Zijde";"       9"
"2.5.2 Winkeldiefstal";"2023 juli";"Burgwallen-Oude Zijde";"       9"
"2.5.2 Winkeldiefstal";"2023 augustus";"Burgwallen-Oude Zijde";"      13"
"2.5.2 Winkeldiefstal";"2022 september";"Burgwallen-Oost";"       5"
"2.5.2 Winkeldiefstal";"2022 oktober";"Burgwallen-Oost";"       1"
"2.5.2 Winkeldiefstal";"2022 november";"Burgwallen-Oost";"       8"
"2.5.2 Winkeldiefstal";"2022 december";"Burgwallen-Oost";"       5"
"2.5.2 Winkeldiefstal";"2023 januari";"Burgwallen-Oost";"       3"
"2.5.2 Winkeldiefstal";"2023 februari";"Burgwallen-Oost";"      14"
"2.5.2 Winkeldiefstal";"2023 maart";"Burgwallen-Oost";"       4"
"2.5.2 Winkeldiefstal";"2023 april";"Burgwallen-Oost";"       2"
"2.5.2 Winkeldiefstal";"2023 mei";"Burgwallen-Oost";"       7"
"2.5.2 Winkeldiefstal";"2023 juni";"Burgwallen-Oost";"       0"
"2.5.2 Winkeldiefstal";"2023 juli";"Burgwallen-Oost";"       2"
"2.5.2 Winkeldiefstal";"2023 augustus";"Burgwallen-Oost";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 april";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 juli";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2022 september";"Burgwallen-Oude Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2022 november";"Burgwallen-Oude Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2022 december";"Burgwallen-Oude Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 april";"Burgwallen-Oude Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 juli";"Burgwallen-Oude Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2022 september";"Burgwallen-Oost";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2022 oktober";"Burgwallen-Oost";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2022 november";"Burgwallen-Oost";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2022 december";"Burgwallen-Oost";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 januari";"Burgwallen-Oost";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 februari";"Burgwallen-Oost";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 maart";"Burgwallen-Oost";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 april";"Burgwallen-Oost";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 mei";"Burgwallen-Oost";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 juni";"Burgwallen-Oost";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 juli";"Burgwallen-Oost";"       0"
"2.6.1 Inrichting Wet Milieubeheer";"2023 augustus";"Burgwallen-Oost";"       0"
"2.6.2 Bodem";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.2 Bodem";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.2 Bodem";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.2 Bodem";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.2 Bodem";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.2 Bodem";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.2 Bodem";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.2 Bodem";"2023 april";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.2 Bodem";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.2 Bodem";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.2 Bodem";"2023 juli";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.2 Bodem";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.2 Bodem";"2022 september";"Burgwallen-Oude Zijde";"       0"
"2.6.2 Bodem";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"2.6.2 Bodem";"2022 november";"Burgwallen-Oude Zijde";"       0"
"2.6.2 Bodem";"2022 december";"Burgwallen-Oude Zijde";"       0"
"2.6.2 Bodem";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"2.6.2 Bodem";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"2.6.2 Bodem";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"2.6.2 Bodem";"2023 april";"Burgwallen-Oude Zijde";"       0"
"2.6.2 Bodem";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"2.6.2 Bodem";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"2.6.2 Bodem";"2023 juli";"Burgwallen-Oude Zijde";"       0"
"2.6.2 Bodem";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"2.6.2 Bodem";"2022 september";"Burgwallen-Oost";"       0"
"2.6.2 Bodem";"2022 oktober";"Burgwallen-Oost";"       0"
"2.6.2 Bodem";"2022 november";"Burgwallen-Oost";"       0"
"2.6.2 Bodem";"2022 december";"Burgwallen-Oost";"       0"
"2.6.2 Bodem";"2023 januari";"Burgwallen-Oost";"       0"
"2.6.2 Bodem";"2023 februari";"Burgwallen-Oost";"       0"
"2.6.2 Bodem";"2023 maart";"Burgwallen-Oost";"       0"
"2.6.2 Bodem";"2023 april";"Burgwallen-Oost";"       0"
"2.6.2 Bodem";"2023 mei";"Burgwallen-Oost";"       0"
"2.6.2 Bodem";"2023 juni";"Burgwallen-Oost";"       0"
"2.6.2 Bodem";"2023 juli";"Burgwallen-Oost";"       0"
"2.6.2 Bodem";"2023 augustus";"Burgwallen-Oost";"       0"
"2.6.3 Water";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.3 Water";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.3 Water";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.3 Water";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.3 Water";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.3 Water";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.3 Water";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.3 Water";"2023 april";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.3 Water";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.3 Water";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.3 Water";"2023 juli";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.3 Water";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.3 Water";"2022 september";"Burgwallen-Oude Zijde";"       0"
"2.6.3 Water";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"2.6.3 Water";"2022 november";"Burgwallen-Oude Zijde";"       0"
"2.6.3 Water";"2022 december";"Burgwallen-Oude Zijde";"       0"
"2.6.3 Water";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"2.6.3 Water";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"2.6.3 Water";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"2.6.3 Water";"2023 april";"Burgwallen-Oude Zijde";"       0"
"2.6.3 Water";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"2.6.3 Water";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"2.6.3 Water";"2023 juli";"Burgwallen-Oude Zijde";"       0"
"2.6.3 Water";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"2.6.3 Water";"2022 september";"Burgwallen-Oost";"       0"
"2.6.3 Water";"2022 oktober";"Burgwallen-Oost";"       0"
"2.6.3 Water";"2022 november";"Burgwallen-Oost";"       0"
"2.6.3 Water";"2022 december";"Burgwallen-Oost";"       0"
"2.6.3 Water";"2023 januari";"Burgwallen-Oost";"       0"
"2.6.3 Water";"2023 februari";"Burgwallen-Oost";"       0"
"2.6.3 Water";"2023 maart";"Burgwallen-Oost";"       0"
"2.6.3 Water";"2023 april";"Burgwallen-Oost";"       0"
"2.6.3 Water";"2023 mei";"Burgwallen-Oost";"       0"
"2.6.3 Water";"2023 juni";"Burgwallen-Oost";"       0"
"2.6.3 Water";"2023 juli";"Burgwallen-Oost";"       0"
"2.6.3 Water";"2023 augustus";"Burgwallen-Oost";"       0"
"2.6.4 Afval";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.4 Afval";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.4 Afval";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.4 Afval";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.4 Afval";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.4 Afval";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.4 Afval";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.4 Afval";"2023 april";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.4 Afval";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.4 Afval";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.4 Afval";"2023 juli";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.4 Afval";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.4 Afval";"2022 september";"Burgwallen-Oude Zijde";"       0"
"2.6.4 Afval";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"2.6.4 Afval";"2022 november";"Burgwallen-Oude Zijde";"       0"
"2.6.4 Afval";"2022 december";"Burgwallen-Oude Zijde";"       0"
"2.6.4 Afval";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"2.6.4 Afval";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"2.6.4 Afval";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"2.6.4 Afval";"2023 april";"Burgwallen-Oude Zijde";"       0"
"2.6.4 Afval";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"2.6.4 Afval";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"2.6.4 Afval";"2023 juli";"Burgwallen-Oude Zijde";"       0"
"2.6.4 Afval";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"2.6.4 Afval";"2022 september";"Burgwallen-Oost";"       0"
"2.6.4 Afval";"2022 oktober";"Burgwallen-Oost";"       0"
"2.6.4 Afval";"2022 november";"Burgwallen-Oost";"       0"
"2.6.4 Afval";"2022 december";"Burgwallen-Oost";"       0"
"2.6.4 Afval";"2023 januari";"Burgwallen-Oost";"       0"
"2.6.4 Afval";"2023 februari";"Burgwallen-Oost";"       0"
"2.6.4 Afval";"2023 maart";"Burgwallen-Oost";"       0"
"2.6.4 Afval";"2023 april";"Burgwallen-Oost";"       0"
"2.6.4 Afval";"2023 mei";"Burgwallen-Oost";"       0"
"2.6.4 Afval";"2023 juni";"Burgwallen-Oost";"       0"
"2.6.4 Afval";"2023 juli";"Burgwallen-Oost";"       0"
"2.6.4 Afval";"2023 augustus";"Burgwallen-Oost";"       0"
"2.6.5 Bouwstoffen";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.5 Bouwstoffen";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.5 Bouwstoffen";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.5 Bouwstoffen";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.5 Bouwstoffen";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.5 Bouwstoffen";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.5 Bouwstoffen";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.5 Bouwstoffen";"2023 april";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.5 Bouwstoffen";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.5 Bouwstoffen";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.5 Bouwstoffen";"2023 juli";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.5 Bouwstoffen";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.5 Bouwstoffen";"2022 september";"Burgwallen-Oude Zijde";"       0"
"2.6.5 Bouwstoffen";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"2.6.5 Bouwstoffen";"2022 november";"Burgwallen-Oude Zijde";"       0"
"2.6.5 Bouwstoffen";"2022 december";"Burgwallen-Oude Zijde";"       0"
"2.6.5 Bouwstoffen";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"2.6.5 Bouwstoffen";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"2.6.5 Bouwstoffen";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"2.6.5 Bouwstoffen";"2023 april";"Burgwallen-Oude Zijde";"       0"
"2.6.5 Bouwstoffen";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"2.6.5 Bouwstoffen";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"2.6.5 Bouwstoffen";"2023 juli";"Burgwallen-Oude Zijde";"       0"
"2.6.5 Bouwstoffen";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"2.6.5 Bouwstoffen";"2022 september";"Burgwallen-Oost";"       0"
"2.6.5 Bouwstoffen";"2022 oktober";"Burgwallen-Oost";"       0"
"2.6.5 Bouwstoffen";"2022 november";"Burgwallen-Oost";"       0"
"2.6.5 Bouwstoffen";"2022 december";"Burgwallen-Oost";"       0"
"2.6.5 Bouwstoffen";"2023 januari";"Burgwallen-Oost";"       0"
"2.6.5 Bouwstoffen";"2023 februari";"Burgwallen-Oost";"       0"
"2.6.5 Bouwstoffen";"2023 maart";"Burgwallen-Oost";"       0"
"2.6.5 Bouwstoffen";"2023 april";"Burgwallen-Oost";"       0"
"2.6.5 Bouwstoffen";"2023 mei";"Burgwallen-Oost";"       0"
"2.6.5 Bouwstoffen";"2023 juni";"Burgwallen-Oost";"       0"
"2.6.5 Bouwstoffen";"2023 juli";"Burgwallen-Oost";"       0"
"2.6.5 Bouwstoffen";"2023 augustus";"Burgwallen-Oost";"       0"
"2.6.7 Mest";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.7 Mest";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.7 Mest";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.7 Mest";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.7 Mest";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.7 Mest";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.7 Mest";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.7 Mest";"2023 april";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.7 Mest";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.7 Mest";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.7 Mest";"2023 juli";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.7 Mest";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.7 Mest";"2022 september";"Burgwallen-Oude Zijde";"       0"
"2.6.7 Mest";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"2.6.7 Mest";"2022 november";"Burgwallen-Oude Zijde";"       0"
"2.6.7 Mest";"2022 december";"Burgwallen-Oude Zijde";"       0"
"2.6.7 Mest";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"2.6.7 Mest";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"2.6.7 Mest";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"2.6.7 Mest";"2023 april";"Burgwallen-Oude Zijde";"       0"
"2.6.7 Mest";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"2.6.7 Mest";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"2.6.7 Mest";"2023 juli";"Burgwallen-Oude Zijde";"       0"
"2.6.7 Mest";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"2.6.7 Mest";"2022 september";"Burgwallen-Oost";"       0"
"2.6.7 Mest";"2022 oktober";"Burgwallen-Oost";"       0"
"2.6.7 Mest";"2022 november";"Burgwallen-Oost";"       0"
"2.6.7 Mest";"2022 december";"Burgwallen-Oost";"       0"
"2.6.7 Mest";"2023 januari";"Burgwallen-Oost";"       0"
"2.6.7 Mest";"2023 februari";"Burgwallen-Oost";"       0"
"2.6.7 Mest";"2023 maart";"Burgwallen-Oost";"       0"
"2.6.7 Mest";"2023 april";"Burgwallen-Oost";"       0"
"2.6.7 Mest";"2023 mei";"Burgwallen-Oost";"       0"
"2.6.7 Mest";"2023 juni";"Burgwallen-Oost";"       0"
"2.6.7 Mest";"2023 juli";"Burgwallen-Oost";"       0"
"2.6.7 Mest";"2023 augustus";"Burgwallen-Oost";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 april";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 juli";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2022 september";"Burgwallen-Oude Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2022 november";"Burgwallen-Oude Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2022 december";"Burgwallen-Oude Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 april";"Burgwallen-Oude Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 juli";"Burgwallen-Oude Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2022 september";"Burgwallen-Oost";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2022 oktober";"Burgwallen-Oost";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2022 november";"Burgwallen-Oost";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2022 december";"Burgwallen-Oost";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 januari";"Burgwallen-Oost";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 februari";"Burgwallen-Oost";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 maart";"Burgwallen-Oost";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 april";"Burgwallen-Oost";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 mei";"Burgwallen-Oost";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 juni";"Burgwallen-Oost";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 juli";"Burgwallen-Oost";"       0"
"2.6.8 Transport gevaarlijke stoffen";"2023 augustus";"Burgwallen-Oost";"       0"
"2.6.9 Vuurwerk";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.9 Vuurwerk";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.9 Vuurwerk";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.9 Vuurwerk";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.9 Vuurwerk";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.9 Vuurwerk";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.9 Vuurwerk";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.9 Vuurwerk";"2023 april";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.9 Vuurwerk";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.9 Vuurwerk";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.9 Vuurwerk";"2023 juli";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.9 Vuurwerk";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"2.6.9 Vuurwerk";"2022 september";"Burgwallen-Oude Zijde";"       0"
"2.6.9 Vuurwerk";"2022 oktober";"Burgwallen-Oude Zijde";"       1"
"2.6.9 Vuurwerk";"2022 november";"Burgwallen-Oude Zijde";"       0"
"2.6.9 Vuurwerk";"2022 december";"Burgwallen-Oude Zijde";"       0"
"2.6.9 Vuurwerk";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"2.6.9 Vuurwerk";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"2.6.9 Vuurwerk";"2023 maart";"Burgwallen-Oude Zijde";"       0"
